Username,Short_Reviews,Long_Reviews,Restaurant_names,User_rating,Short_Reviews_sentiment
Natasha M,Had high hopes....,"This restaurant was terrible. We arrived and the restaurant was pretty empty, however we were told that the wait for food would be 30 mins. We thought that woul...",San Francisco,10,0.16
Natasha M,I usually love Centre Parcs... but Longleat is not up to scratch,"We love Centre Parcs and go every year. Last year we actually went 3 times!! Elveden is our favourite... however this year, completely based on price, we decide...",Zizzi - Staines,10,0.5
Natasha M,Great food and cocktails!,"Came with friends for food and cocktails! Great food and drinks!
The only thing that let it down was the disgusting toilets! 
Please sort these out and you can ...",Center Parcs Longleat Forest,40,1
Natasha M,Poptastic Pop Century,We stayed here at the beginning of August for 4 nights... then we went to universal (to take advantage of the free fast passes)... then returned for a further 9...,Turtle Bay Southampton,50,0
Natasha M,Love love love,"We live staying at this hotel. The location is fab for universal and we love the little boat ride to get to the park.
The hugest bonus is the free fast passes f...",Disney's Pop Century Resort,50,0.5
Natasha M,Just ok,"I've always wanted to go to Sandyballs... however after a weekend of camping there, it's not lived up to my expectations.
We arrived and checked in. We weren't ...",Loews Royal Pacific Resort,30,0.5
Natasha M,Fab ploughmans,"We stopped here for lunch and so glad we did! A whole menu of ploughmans! What a great idea!!
We all loved it, kids were a bit confused why the menu was so limi...",Sandy Balls Holiday Village,50,0
Natasha M,Fun trip,"We went with a mixed age group of kids, ranging from 5 to 12. All of them loved it. 
I think I would have been gutted if I hadn't got the ""free adult"" deal, as ...",The Royal Oak,40,0.3
Natasha M,Excellent,"With our 5 & 12 year old, we had a blast!! It was so much fun going full throttle up the Thames!! 
James Bond music blaring!! They also played Happy Birthday to...",KidZania London,50,1
Natasha M,Fun but pretty filthy,"We visited this water park today and agree with other posters, it's really dirty. I guess having been abroad and to Center Paris, maybe our standards are too hi...",Thames RIB Experience,30,-0.08
Natasha M,great time had by all!,"We had a great time at Center Parcs Elveden. stayed in an executive lodge with games room and sauna! It's was a really good price, however don't think we can af...",Splashdown Waterpark Poole,40,1
Anders W,Great choices of flavours,Interesting choices of ice cream. Helpful staff that let us sample so we could choose the ice cream we wanted. We really enjoyed our visit.,Scooped Distillery District,50,0.8
Anders W,A geniune place,"I would have never gone down the steps if I hadnÂt checked it out on Tripadvisor, but IÂm very glad we did. 

Great selection of beers and some very nice versio...",C'est What?,50,0
Anders W,"Ok, but only if youÂre going upntye CN Tower anyways","CN Tower is a Âmust doÂ in Toronto, and since just riding up the tower is almost as expensive as getting a two course lunch menu, we decided to have lunch.

Vie...",360 The Restaurant at the CN Tower,30,0.25
Anders W,Absolutely amazing,"Absolutely amazing! Food is great, staff is great, donÂt miss it if youÂre in Toronto.

We hadnÂt booked a table, but were lucky enough to get the last teo seat...",Richmond Station,50,0.6
Anders W,A fabulous stay,We felt really welcome and had a lovely stay. Our room was big and the bed really comfortable. Our friendly host helped check with the bearby pub regarding dinn...,Manor Farm B&B,50,0.4
Anders W,Great food and atmosphere,"A nice neighbourhood atmosphere, friendly staff and great food. What more could you ask for? We had burgers, one beef, one chicken, and were surprised by the am...",The Barleycorn Inn Restaurant,50,0.8
Anders W,Worst pub ever!!!,"Worst pub ever! We went to order beer and food, and were told we could order the beer but had to wait 10 minutes to order food. We ordered beers and when we cam...",Horse & Hounds Restaurant,10,-1
Anders W,Popular place for breakfast,"A great place for breakfast, but very crowded. DonÂt be surprised if you need to wait to get a table, but the wait is worth it. Breakfast is excellent!",Peter's Cafe,50,0.6
Anders W,A friendly breakfast,"If you dare walk in under this railway bridge, youÂll find a well-cooked breakfast in a very friendly environment. Good selection ogÃ¶f breakfast alternatives at...",Devine Restaurant Coffee Bar,50,0.38
Anders W,Absolutely delicious,Not too busy when I arrived and I got good help with recommendations from the menu. They have a page of Âseasonal specialtiesÂ where I was recommended the veal ...,Restaurant Esszimmer,50,1
Anders W,Trevlig kvarterskrog,"Trevlig kvarterskrog med relativt liten, men god, meny. Vi Ã¥t hamburgaren och den vegetariska hamburgaren, bÃ¤gge jÃ¤ttegoda. vi kommer att gÃ¥ hit fler gÃ¥nger!",Bolinder Strands Krog,40,0
Anders W,Best whisky tasting experience available,"We did the Casks from the Past tasting (no distillery tour, just tasting). Four very good whiskies, all served in black glasses to allow us to let our taste, no...",Aberlour Distillery Brand Home,50,0.7
Anders W,Delicious food,"I had an early Saturday evening dinner. The restaurant had no other guests when I arrived. If it hadnÂt been for the good reviews on Tripadvisor, I would have b...",Seasons Restaurant,50,1
Anders W,Excellent local specialities and superfriendly staff,"When in Amsterdam, you have to try the herring. I donÂt have that many herring places to compare with, but this place gets top marks. Extremely friendly staff, ...",Volendammer Vishandel 't  Centrum,50,0.5
Anders W,Nice italian restaurant,"Friendly staff, excelllent food, good wine and decent prices. What more could we ask for? This is a very good choice of restaurant, fairly close to the leaning ...",Ristoro Pecorino,50,0.3
Anders W,Excellent fresh pasta,"It doesnÂt look much and the food is served in paper boxes, but they have excellent pasta at excellent prices. We got everything on the menu explained and could...",We Love Pasta,50,0.65
Anders W,The perfect budget stay!,"If you're looking for a budget stay in London, look no further! Rooms are functional (hey, you're not in London to sit in your room), security is great (double ...",LSE Carr-Saunders Hall,40,1
Anders W,VARNING - INGEN ALLERGIINFORMATION FÃR NÃTALLERGIKER,Jag jobbas i Mall of Scandinavia och besÃ¶kte restaurangen med arbetskamrater. Eftersom det Ã¤r buffÃ© finns smÃ¥ skyltar med information om vilken matrÃ¤tt det Ã¤r i...,Budda Kahn,10,0
Anders W,Warning - everything contains nuts!,"IÂve eaten here several times before and enjoyed the food. Today when I ordered a pie, the waitress asked for allergies (which is good) and it turns out that al...","The Admiralty, Trafalgar Square",10,0
Anders W,Magical Mystery Tour,"We did the allt Dour tour with Frank. After showing us the distellery and telling us all about how whisky is made, we had a wonderful tasting. My favorite was t...",Blair Athol Distillery,50,0.5
jmelch,You must try this place if in Toronto!,"This is a fantastic place- amazing food and knowledgeable, helpful, friendly staff. We had a later reservation at 8:30, but got there much earlier and they were...",Rasa,50,0
jmelch,Delicious sushi and creative cocktails on a rooftop deck!,Had a wonderful experience at HarrietÂs Rooftop Friday Oct 6. I brought my college aged daughter and her friend there and we thoroughly enjoyed the creative del...,Harriet's Rooftop,50,0.81
jmelch,HNL to Waikiki and back,Great friendly and responsive service to Waikiki and back to the airport.   I will book this company again.  Friendly drivers and great communication with dispa...,Fly Shuttle Tours,50,0
jmelch,Beautiful presentation,"We had dinner here tonight based on reviews, and we have to say that the presentation is fantastic. My husband and I shared the poke nachos, the shrimp Tempura ...",Kuleana Rum Shack,40,0.85
jmelch,2nd floor patio and big screen TVs,This is a good place to watch a game and have a casual dinner while Enjoying a Warm desert evening. They have indoor and outdoor seating. The upstairs patio is ...,Zax,40,0
jmelch,Delightful dinner on the deck,My two friends and I had a wonderful dinner here over Memorial Day weekend. The parking lot is a tight fit and they do not take reservations but we knew about t...,Sunset Grill,50,1
jmelch,Lovely sunset sail!,"Our family of four had a delightful sunset sail
Tonight with Spike, Mike and Captain Chris. There were initially 22 passengers on board the catamaran that can h...",Mauna Lani Sea Adventures,50,0.62
jmelch,"Good pub food, Noisy ",We came here last Friday night to have dinner and watch the hockey game. We waited 30-40 minutes for a table so my husband watched the game at the bar while my ...,Tropics Ale House,40,0.7
jmelch,Great place to spend a night at the volcano,We decided to spend one night at Volcano House to be able to see more of the park and not have to make it such a long day (we are staying on the Kohala Coast). ...,Volcano House,50,0.8
jmelch,Great food and service with a casual fun atmosphere ,"Our family of four had dinner here Sunday night. They donÂt take reservations, you put your name in and they text you when your table is ready. We waited 30-40 ...",The Fish and The Hog,50,0.2
jmelch,Lots of choices but the ono special and the sushi were tops!,"We had a fabulous meal here earlier this week- get the ono special if they have it, it was cooked to perfection which is to say rare in the middle. Most ono is ...",Red Water Cafe,50,0.45
jmelch,"large comfortable rooms, but they nickel and dime you","I stayed at Caesars in September while attending a conference. The rooms were large as was the bathroom (double vanity, separate large tub and shower), with com...",Caesars Palace Las Vegas Hotel & Casino,30,0.31
jmelch,"lovely hotel, very conveniently located","Our family of four stayed here for 5 days in July, and this was our base for exploring Rome, as well as taking day trips to Pompeii and the Amalfi Coast. This h...",Anantara Palazzo Naiadi Rome Hotel,50,0.35
jmelch,a very special resort under the Tuscan sun,"We stayed here in July as part of a conference- our family of four shared a lovely farmhouse with two other families in our group, which was off the main proper...",Il Borro Relais & ChÃ¢teaux,50,0.46
jmelch,great way to see Amalfi Coast if you're not staying there,"The four of us spent a day with Pavo in July, as I'd always wanted to see the Amalfi Coast but we couldn't fit in a stay on the coast itself during this trip. W...",Amalfi Coast from Rome: Boat-Hopping with Limoncello Tasting,50,0.8
jmelch,fantastic tour!,"Our family of four spent a day in Pompeii in July, and thoroughly enjoyed it. We took a bus from Rome, hiked Mt Vesuvius (it was quite chilly and very windy, br...",Pompeii Day Trip with Mount Vesuvius or Amalfi Coast Option,50,0.5
jmelch,fun menu with lots of variety,"I had lunch here yesterday with a friend- it gets busy, so going on the earlier side is helpful. The waitress was friendly and helpful and service was prompt. I...",bartaco,40,0.3
jmelch,Definitely THE way to see the Colosseum!,"We spent three hours with our guide exploring the Colosseum via the Gladiator's Entrance, then went on to the Roman Forum and Palatine Hill. Our family of four ...",Colosseum VIP Access with Arena and Ancient Rome Tour,50,0
jmelch,"Information packed tour, hits the highlights","Our family of four spent the morning at the Vatican, the Sistine Chapel and St Peter's Basilica on July 14. It was a large group, so everyone had headsets to al...","Vatican Museums, Sistine Chapel & St PeterÂs Basilica Guided Tour",50,0
ocelebi99,Recommended,Quite pricey but you get what you pay for. Food was delicious and the service was outstanding. My family and friends had a great time.,Jacobs & Co. Steakhouse,50,0
ocelebi99,"Good value for money, but thatÂs it.","I stayed in this hotel with my wife for a long weekend. The upsides: convenient location, new and clean rooms, comfortable beds, decent breakfast, helpful recep...",Arcade Hotel Athens,30,0.7
ocelebi99,Ne zaman gitsem Ã§ok guzel yemekler,"KlimanjaroÂya ne zaman gitsek hiÃ§ hayalkirikligi yasamadik. Yemekler, hizmet ve ortam hep cok guzel. Ustelik menude arada degisiklikler olmasina ragmen hic kotu...",Kilimanjaro,50,0
ocelebi99,Below expectation,"My pasta w ricotta was too heavy in sauce. Waiter was clumsy, dropped food and utencils. Good location and not much beyond that.",The Grasshopper,20,0
ocelebi99,Mediocre restaurant,Our waiter was very helpful and tried his best but the restaurant look&feel and the food quality was mediocre. The lady who seated us was not very attentive,TGI Fridays,30,-0.5
ocelebi99,Enjoyed our dinner,We enjoyed our first dinner and kids wanted to come back again for a second night. My son liked the lazagna and I liked the seafood linguine. Our waiter was ver...,Olive Garden Italian Restaurant,40,0.5
ocelebi99,"MÃ¼kemmel konum, iyi hizmet, kabul edilebilir fiyat","Otel nispeten kÃ¼cÃ¼k bir otel olsa da, Swissotel'den bekleyebileceginiz bir hizmet kalitesine ve mÃ¼kemmel bir konuma sahip. Bu kadar merkezi bir yerde gÃ¼rÃ¼ltÃ¼ ol...",Swissotel Amsterdam,50,0
shropshiretom,Competent and well organized eatery .,"Lead waitress was professional and a great ambassador for the 
restaurant - welcoming , patient and knowledgeable .
Food was decent and well presented : Smoked ...",The Leeky Canoe Pub & Eatery,40,0.5
shropshiretom,Nice experience - the team obviously take great pride .,"By far one of the busiest restaurants in the area .
We had not booked , but were warmly greeted , and after a few 
seconds of deliberation were seated at a tabl...",Cafe Polonez,40,0.47
shropshiretom,"Good diner , relaxed atmosphere in a great location .","Ate here twice during our regular visit to Toronto - once for breakfast , and again for Sunday brunch .
Despite being busy , the staff remained calm and proacti...",CafÃ© Diplomatico,40,0.75
shropshiretom,Quality unpretentious middle eastern fare .,"Second visit to this slick operation .
Menu somewhat difficult to interpret , but any questions we had were
quickly answered by the supervisor  / owners ?
The R...",The Good Fork,50,0
shropshiretom,"Slightly above average , but tinned mushroom? Yuk .","Nice staff , welcoming and reasonably attentive .
Good range of beers .
Ordered Sausage Pizza , which was fab but 
avoid the Meatball Sub at all costs ! 
Only t...",Firehall Pizza Co,40,-0.07
shropshiretom,"For the price and reputation , perfection was expected  , but not received .","We were well received , and greeted nicely by the reception staff who led us to a back wall booth on the first floor .The fabric of the restaurant is suave and ...",Hy's Steakhouse Toronto,30,-0.1
shropshiretom,"Top price ,  minimal  portions = poor business strategy .","Last year , we moved our Pizza purchasing from Domino's at Tettenhall  to Papa John's in Codsall - their advertising of ' better ingredients , better pizzas ' a...",Papa Johns Pizza,30,0
shropshiretom,"Great hospitality , and quality food .","My wife and  I visited Latimer's for the first time last Friday - friends of ours had sent us a Latimer's meal  voucher as a gift , and we are glad they did ! 
...",Latimer's of Shifnal,50,0.8
shropshiretom,Need to do much better. ,"Sadly we also lunched at The Courthouse on Jan 21st - although the staff were reasonably attentive , the two course meal took well over 2 hours in a somewhat ch...",The Courthouse,20,0.5
shropshiretom,The Hotel grew on us after initial impressions,"We travelled with Jet2 in early Dec 2022 , and both legs of the journey from Birmingham airport  were on time and efficiently handled   .
Our initial impression...",Barcelo Lanzarote Active Resort,40,0
shropshiretom,Pleasantly surprised on a cold December afternoon .,"Stumbled upon La Piazetta after  failing to get seating or attention at two  
adjacent nationwide restaurants .We were greeted promptly and guided to a 
window ...",Barcelo Lanzarote Active Resort,40,-0.25
shropshiretom,Basic facilities for 5 star prices .,"Attended the Ball/Boe concert  Nov 29th .
Parking was smooth . Bus transfer relatively prompt , bus the E1 bus shelter which was 
a long , grubby Perspex tube n...",La Piazzetta,30,0
shropshiretom,Lamb to die for,"We regularily  have takeaways from Aroma , and generally these have been acceptable - however last week we had a fab meal of Lamb Rogan Josh ( so lean and tasTy...",Resorts World Arena,50,0
shropshiretom,Not prepared for customers,"Eaten here twice in the last 2 years , and both times were unacceptable .
Large cheese Raviolli that seemed freezer burnt and filling like sawdust  , veal salti...",Aroma,20,0
shropshiretom,"Food above average , but no service leadership .","Last eat here 3 years ago , and suggested on T/A  that the greeting was poor and that there needs to be someone leading the service team who  takes ownership .
...",Al Sorriso,30,-0.07
shropshiretom,Below par,Visited yesterday Oct 13th for lunch with visiting friends as a party of four  ; we were greeted well but taken to a small table that was inadequate for the mai...,Shrewsbury Arms,30,0
shropshiretom,"Crisp service , and good food .","Visited last evening with my wife ( Aug 22) for Sunday dinner , and was pleasantly surprised by the prompt and friendly greeting , and the joined- up levels of ...",CÃ´te Brasserie - Shrewsbury,50,0.47
shropshiretom,For the price it needs to up its game ...,"Check in was pleasant enough , but no mention of the residents parking which would have saves us many  yards of suitcase carrying from the general car park  .
R...",The Wooden Fender,30,-0.4
Sue W,Perfect stop over hotel,Needed a Âstop overÂ hotel and this met our needs perfectly. Very easy to access from the airport. The staff was efficient and pleasant and the room clean and e...,Alt Hotel Toronto Airport,50,1
Sue W,Small but pleasant.,We spent one night only but found it clean and comfortable. Laundry facilities for small charge were very helpful. We had the choice of cold or hot breakfast an...,Whitsha Inn B&B,40,0.24
Sue W,No complaints here!,"No complaints here!  The room was clean and spacious. The staff friendly, the location was good for our purposes. We discovered too late that going LEFT out of ...",The Yorkville Royal Sonesta Hotel Toronto,50,0
Sue W,Charming setting,"We came on the recommendation from a tour guide in Ferryland. We had no reservation ( Tuesday 5:30ish) but weÂre seated promptly. Service was good, food arrived...",Chafe's Landing Restaurant,50,0.7
Sue W,Fascinating.,Absolutely fascinating - who knew?!  Tour was well conducted by Lulu who was engaging and informative. Would visit again and recommend to friends,Colony of Avalon,50,0.7
Sue W,Good tour,Our guide was very knowledgeable about local history. Used informative and engaging anecdotes. Well paced. Would recommend to friends.,St. John's Downtown Walking Tour,50,0.7
Sue W,"Good food, good staff","We arrived late for our reservation , hot and tired ( longer walk than we expected).   We were seated promptly and graciously   Our server was attentive , (not ...",Byblos,50,0.7
Sue W,Lovely dinner,"We were graciously received, served promptly with hot delicious food.  We thoroughly enjoyed our experience and would definitely return and recommend to friends...",Utsav,50,0.5
Sue W,Great tour,"Leandro was a terrific guide. He clearly enjoys his adopted city and to show it off to visitors !  The tour was well paced, lots of information and anecdotes bu...",Walking Tour - Discover Toronto Like a Local,50,0.8
Sue W,Stellar Service,We were a party of 10 including a 17 month old. Checked in advance about seating a large party. Assured that it wasnÂt a problem but they donÂt take reservation...,Monkeypod,40,0.25
Sue W,Hard to find but worth it,We walked from Safeco Field after baseball game. Do-able but uphill all the way! We really did have trouble locating it (back of parking lot) but so glad we did...,Tamarind Tree,50,0
Sue W,Our favorite ,"We eat here once a day (at least )when weÂre in Newport. Have never had a poor meal nor poor service. Regardless of how busy they are, the servers are personabl...",Local Ocean Seafoods,50,0.5
Sue W,Dinner before show,"Good food, well prepared and served with a smile in a timely manner. Menu has many choices and they accommodate special requests cheerfully.Not a fancy venue  (...",Greenleaf Restaurant,50,0
Sue W,Perfect,"What a wonderful place!  The staff are great - welcoming and helpful. Our room (#6 sea view) was spacious, immaculate, well supplied and had an amazing view of ...",Barriemore Oban,50,1
Sue W,Great seafood,Our inn host recommended this restaurant and made reservation. We were not disappointed. Even though they were busy service was prompt and attentive. The food w...,Ee-usk,40,0.8
Sue W,Good food great view,"This was recommended by our host and we were not disappointed. Lovely view, fresh and flavorful food. It is fairly large and busy so not a place for intimate di...",The Waterfront Fishouse Restaurant,40,0.75
Sue W,Location plus....,This is the second time we have stayed here while attending Shakespeare festival.  The location is ideal. This time my husband booked the rooms and went for a c...,Plaza Inn And Suites At Ashland Creek,50,0
Sue W,Great food,We have been here for buffet lunch and dinner from menu. Food is great either way but I preferred the dinner menu. They locally source as much as possible and h...,Taj Indian Cuisine,50,0.8
Sue W,Great lunch,We had lunch in the patio area and the setting is lovely. The menu has healthy choices and the portions were perfect for lunch. We were well satisfied not stuff...,Jacksonville Inn Restaurant,50,0.8
Sue W,Wow,"We were there the Tuesday after Labor Day and it was packed. We had a salad and drinks. Hostess was terrific and let us take our drinks and later, the salad to ...",Waterfront Depot Restaurant,50,0.1
shane cork,Irish waiter Cian excellent wonderful experience ,Wonderful experience with our Irish waiter Cian. Such a nice manner so friendly and kind thanks for making our experience excellent we definitely be back and ho...,House on Parliament,50,0.67
shane cork,great food and lovley staff,this was our local for rhe week large beer before 6 only 1.50 best burgers in peurto del carmen by a long shot a cheap aswell. andy the owner very nice guy aswe...,Gallagher's Beachview Sportsbar,50,0.8
shane cork,relaxing week in a peacful spot,just back from here after a week.nice clean apartments staff very helpful. less then a 10 minute walk to the main strip so your away from all the noise but stil...,Tisalaya Apartments,50,0
herb12345,Downtown Mediterranean restaurant is worth a visit,"Wonderful Mediterranean fare at reasonable prices.  

Assorted appetizers (taramasalata is very flavorful and not salty), generous salads (one order feeds two e...",Estiatorio VOLOS,50,0.3
herb12345,"Excellent summer dinner in Oakbrook, IL","Lovely seasonal menu complements regular menu.  Variety of appetizers, salad, pizza/pasta, and full entrees as well.  Homemade and made to order in open kitchen...",True Food Kitchen,50,1
herb12345,Nice dinner in Carlton,"Owner/chef Gilbert Henry runs a pleasant French restaurant in Carlton offering guests a nice meal in a nice setting.

The menu is a 3-course prix fixeÂbut you  ...",Cuvee,40,0.6
herb12345,Still great!,"We were first here over 30 years when Gracie was around and everyone was having a great time.  In those days it was just the narrow bar building, but there was ...",Gracie's Sea Hag,50,1
herb12345,"Great food, great staff, great experience","Wonderful place for breakfast or lunch in Depoe Bay.  Worth a trip over if youÂre staying close or a good stop if youÂre driving the coast.

All food comes in r...",Whale Bites Cafe,50,0.8
herb12345,Fabulous dinner in Nashville,"We had a last minute change of plans that left us looking for a nice Italian restaurant and we ended up at AmerigoÂs.  It was outstanding!

Everything was very ...",Amerigo Italian Restaurant,50,0.4
herb12345,Friendly and fabulous,New Italian restaurant just west of Chicago (15 minutes west of downtown) is terrific.  Open airy room is family friendly and also has alcove seating if youÂd l...,Piacere Mio Italian Restaurant,50,0.39
herb12345,Best thing we did in Cabo!,"Outstanding 2 1/2 hour tour with knowledgeable guide.  Eco tour means whales are located by sight, but boat captains coordinate re animal locations so donÂt wor...",Cabo Group Whale Watching Tour - Incl FREE photos & Whale Sightings Guarantee,50,1
herb12345,Rooftop dining was great,Great view and great food with music in the streets below made for a terrific night in San Jose de Cabo.  Assorted menu has something for everyone.  Blue shrimp...,Agave Kitchen,50,0.8
herb12345,Great walk through music history,"If you love Motown, R&B, and/or Soul music you will have a fabulous time at STAX.  Your self-guided visit starts with a short film and is followed by your walk ...",STAX,50,0.8
herb12345,Worth the trip,"Having never been there, I didnÂt fully understand the fascination with a donut shopÂbut I get it now!

Great traditional and cake donuts in assorted flavors, f...",Gibson's Donuts,50,0.3
herb12345,Persian cuisine in Scottsdale,"Warm, welcoming space and staff complemented a delightful dinner.  A palate cleansing plate of fresh basil and cilantro leaves, onion, butter and warm pita arri...",Persian Room Fine Wine & Kebab,50,0
herb12345,Great Mediterranean lunch in midtown,"Upbeat bustling midtown location has great food and great service.

Large menu has something for everyoneÂassorted Greek and Mediterranean appetizers, salads, m...",Avra Midtown,50,0.8
herb12345,Great Italian dinner in PrinterÂs Row,"Tried SOFI for the first time and will definitely go back.

Homemade pastas were tasty and generousÂtwo were plenty to share as a first plate for 5 of us.  Entr...",Sofi Restaurant,50,0.4
herb12345,"Great food, great service, great price","We were interested in trying something new tonight.  Since we love mid eastern food of all kinds, we gave it a try.

GREAT DECISION!

Food was fabulous from beg...",Turquoise Restaurant,50,0.8
herb12345,Excellent dinner in lovely setting,"Friendly attentive service matched with fabulous food featuring local produce, dairy and proteins.

Salads were enormous and tasty.  Add an entree and you likel...",The Plantation House,50,0.75
herb12345,Educational and fun,"Run by NOAA and the State, this is a terrific educational opportunity for all ages.  Knowledgeable volunteers share both marine science and local history.  Exhi...",Hawaiian Islands Humpback Whale Sanctuary Visitor Center,50,0.28
herb12345,"The ultimate no frills, great food experience","We literally walked past this tiny space and saw it was packedÂso we tried it.  Great decision!

Grilled ahi sandwich was huge, tasty and inexpensive.  Perfect ...",Paia Fish Market Front Street Restaurant,50,0.4
herb12345,"Fun, friendly and tasty","Dinner for 4 was lots of fun.  Friendly wait staff, fabulous food and a great ambiance made for a delightful evening.

The house signature dish of carbonara mad...",Antica Sicilia,50,0.34
herb12345,Best dinosaur museum in the US,Museum houses the largest collection of dinosaurs in the US.  Excellent displays using innovative techniques such as walking on a clear floor over the recreatio...,Natural History Museum of Utah,50,1
MomRocco,Something for Everyone,"Why Haven't I Ever Been Here?

I always thought it was ""just trees"" and had no idea about the miles of hiking trails, benches to sit upon while birding, ease of...",Morton Arboretum,50,0
MomRocco,Great Meal After a Long Drive,We stayed one night at the Idlewyld Inn and Spa and I read reviews of the restaurant before we arrived and made a reservation. It was great to have an excellent...,Idlewyld Inn Restaurant,50,0.38
MomRocco,Posh Surroundings - Very Special Occasion Place,"This is a visually lovely and old school posh restaurant. It is where we had the most expensive meal of our trip to Canada. While the food was very good, I don'...",Le Continental,40,0.46
MomRocco,Very Good Food - Poor Service ,We stopped in for lunch and were seated outside on the patio. Our server came promptly and we each ordered a glass of wine. When she brought the wine we then or...,Bistro Hortus,40,0.25
MomRocco,Lovely Evening for Dining Outside - Great Food,"After climbing the many steps uphill it took us to get up to this restaurant, we were glad we persevered. We got a nice table out on the patio just as the sun w...",Bello Ristorante,50,0.43
MomRocco,Touristy Restaurant - Food is okay,We changed our reservation to this restaurant on an evening when it was raining heavily and this restaurant was very close to our hotel. We had noted that the o...,Maison Livernois,30,0.5
MomRocco,Memorable Meal - Excellent Service,"We were very excited to get a reservation here and the meal was in keeping with all the great reviews. The evening we dined it was pouring outside, but the rest...",Chez Boulay-bistro boreal,50,0.75
MomRocco,Don't Understand All The High Scores - Very Average/Bland Italian Food,I made a reservation at this restaurant after reading all the very positive reviews on Trip Advisor. When we arrived most of the restaurant was set up for a ver...,Salumi Vino,30,0.12
MomRocco,Well Executed Meal - Great Service,Definitely a busy spot. We arrived for an early reservation and it seemed like half the tables were already full! We began with cocktails while enjoying our bee...,Restaurant Holder,50,0.8
MomRocco,Nice Location for Lunch ,We remembered dining here from our last trip to Montreal and so wanted to enjoy lunch here again in the beautiful floral setting. The food was just okay which w...,Jardin Nelson,30,0.6
MomRocco,Sophisticated Restaurant with Fabulous Food,"On our first night in Montreal, I knew we would want to return to this restaurant which we had enjoyed on past visits. Our memories were not false and the food ...",Restaurant Bonaparte,50,0.45
MomRocco,Superior Food and Service - Highly Recommend,"Everything about this restaurant, from the murals by indigenous artists which are painted directly on the walls, to the quality of the food and wine speak to a ...",Chez Delmo,50,0.43
MomRocco,Lovely Outdoor Dining Restaurant,"This bistro offered outdoor seating and once we got them to turn off the heat lamps, it was a nice place to sit. (It was 72 degrees and the heat lamps were sear...",Bistro St-Malo,40,0.5
MomRocco,Small Neighborhood Restaurant With Fine Food,Stash Cafe was suggested to us by the hotel we were staying at and they did not steer us wrong. There were many other diners who appeared to be regulars as they...,Stash Cafe,40,0.08
MomRocco,Great Steaks and Excellent Service,This restaurant was recommended by a friend who had recently visited Toronto. We're from Chicago and have many fine steakhouses and I would put The Keg near the...,The Keg Steakhouse + Bar - Esplanade,50,0.9
MomRocco,Seafood was fresh and delicious ,We ate here during a recent trip to Toronto. We have visited Portugal a couple times and were looking forward to some portugese cuisine. My husband had the shri...,Adega,40,0.65
MomRocco,The Intrigue and Secrets Stolen Around Porcelain,I had no idea that the arcana for making porcelain was so valuable that spies were involved in getting the formulas. I also had no idea that people sunk money i...,Gardiner Museum,40,0
MomRocco,Not Worth The Time of Money,"I'm willing to consider that my interests in shoes may not match up with what others found interesting here, but we were very disappointed in this museum. The e...",Bata Shoe Museum,20,-0.15
MomRocco,So Much to See!!!,We have visited ROM before and just wandered by ourselves in the museum. We were there for about 4 hours total and the exhibits we found the most interesting we...,Royal Ontario Museum,50,0.39
MomRocco,Best Part Was Statues ,The museum was incredibly hot the day we visited and quite honestly I couldn't wait to get out of it until I came across the exhibit of statues created from 3D ...,Plains of Abraham Museum,40,1
MeaganD2,"With all the options avail in Toronto, this one gets a big Skip It!",In town for business and excited to try Keg based on a local co-workersÂ recommendation and focused on my need to find a keto / carnivore friendly restaurant.  ...,The Keg Steakhouse + Bar - York Street,20,0
MeaganD2,A superb standout in the crowd of DC French restaurants,".We moved to the DMV almost 4years ago, and been enjoying the adventure of eating our way through the pack of French restaurants that seem to be everywhere in t...",Chez Billy Sud,50,0.5
MeaganD2,Perfect respite from the sun and heat.,"Stopped in for a late lunch while in port.  Happy to have some alternative food than most weÂve had over the last week.  Cute place away from the crowds, with a...",Fig Split,40,1
MeaganD2,Try the lounge area if walk-in and no tables available.,"Beautiful terraced hidden garden in the middle of Vis.  CouldnÂt get a reservation but tried for a walk-in.  No room, but we had great cocktails and starters (w...",Lola Konoba & Bar Garden,40,0.4
MeaganD2,An unusual standout in Hvar,After reading local reviews we decided to give this hidden gem a try.  Off a side street and up some stairs was a beautiful terrace and a very charming atmosphe...,VINTAGE Bar Hvar,50,0.2
MeaganD2,Staff went above and beyond to make a great anniversary/ birthday stay special.,"Used Starwood points to book two nights stay, usually that means no upgrades but staff noted in reservation details it was our Anniversary + Birthday and booked...",MR PORTER,50,0.39
MeaganD2,"Hidden gem, with fresh seafood and personable staff.",We stopped in for dinner after a long day of travel.  We shared a couple appetizers and then I had the Lobster Truffle pasta and my husband had the Salmon Welli...,W Amsterdam,40,0.07
MeaganD2,Stroll over from Old Town.  Worth the effort!!,Despite a long hot day we strolled 15min across the bridge from Old Town and into the Marina area based on all the positive reviews about Bocel.  So glad we did...,Portofino,50,0.28
MeaganD2,High Quality Flavorful Food,Perfect dinner and charming / attentive waitstaff.  We popped off our boat early evening around 5pm and made our way through old town.  Stopped and had a nice d...,Restaurant Bocel,50,0.16
MeaganD2,"Excellent Food / Wait Service, Hostess absolutely needs to be swapped out.","Ate here two days over Labor Day holiday weekend.  Food was superb, esp the Chesapeake Grilled Cheese.  Hostess caused chaos both days.  Day one she never gave ...",Pucalina Bistro,40,0.6
